# LHS 1140 theoretical spectra
# teff = 3216 K 
# logg = 5 log(cm/s2) 
# meta = -0.24  
# derived from BT-Settl grid of models via bilinear interpolation
# of the following model spectra ...
#   BT-Settl_3200K_logg5_meta-0.5.txt, BT-Settl_3200K_logg5_meta0.0.txt
#   BT-Settl_3300K_logg5_meta-0.5.txt, BT-Settl_3300K_logg5_meta0.0.txt
#     WAVELENGTH        #            FLUX
#     (ANGSTROM)        #   (ERG/CM2/S/A)
################        #################
           4.909             0.000000E+00
           4.943             0.000000E+00
           4.977             0.000000E+00
           5.011             0.000000E+00
           5.046             0.000000E+00
           5.081             0.000000E+00
           5.116             0.000000E+00
           5.151             0.000000E+00
           5.186             0.000000E+00
           5.221             0.000000E+00
           5.257             0.000000E+00
           5.293             0.000000E+00
           5.329             0.000000E+00
           5.365             0.000000E+00
           5.401             0.000000E+00
           5.438             0.000000E+00
           5.474             0.000000E+00
           5.511             0.000000E+00
           5.548             0.000000E+00
           5.585             0.000000E+00
           5.623             0.000000E+00
           5.660             0.000000E+00
           5.698             0.000000E+00
           5.736             0.000000E+00
           5.774             0.000000E+00
           5.813             0.000000E+00
           5.851             0.000000E+00
           5.890             0.000000E+00
           5.929             0.000000E+00
           5.968             0.000000E+00
           6.007             0.000000E+00
           6.046             0.000000E+00
           6.086             0.000000E+00
           6.126             0.000000E+00
           6.166             0.000000E+00
           6.206             0.000000E+00
           6.246             0.000000E+00
           6.287             0.000000E+00
           6.328             0.000000E+00
           6.369             0.000000E+00
           6.410             0.000000E+00
           6.451             0.000000E+00
           6.493             0.000000E+00
           6.535             0.000000E+00
           6.577             0.000000E+00
           6.619             0.000000E+00
           6.661             0.000000E+00
           6.703             0.000000E+00
           6.746             0.000000E+00
           6.789             0.000000E+00
           6.832             0.000000E+00
           6.875             0.000000E+00
           6.919             0.000000E+00
           6.963             0.000000E+00
           7.006             0.000000E+00
           7.051             0.000000E+00
           7.095             0.000000E+00
           7.139             0.000000E+00
           7.184             0.000000E+00
           7.229             0.000000E+00
           7.274             0.000000E+00
           7.319             0.000000E+00
           7.365             0.000000E+00
           7.410             0.000000E+00
           7.456             0.000000E+00
           7.502             0.000000E+00
           7.549             0.000000E+00
           7.595             0.000000E+00
           7.642             0.000000E+00
           7.689             0.000000E+00
           7.736             0.000000E+00
           7.783             0.000000E+00
           7.831             0.000000E+00
           7.878             0.000000E+00
           7.926             0.000000E+00
           7.975             0.000000E+00
           8.023             0.000000E+00
           8.071             0.000000E+00
           8.120             0.000000E+00
           8.169             0.000000E+00
           8.218             0.000000E+00
           8.268             0.000000E+00
           8.317             0.000000E+00
           8.367             0.000000E+00
           8.417             0.000000E+00
           8.467             0.000000E+00
           8.518             0.000000E+00
           8.568             0.000000E+00
           8.619             0.000000E+00
           8.670             0.000000E+00
           8.722             0.000000E+00
           8.773             0.000000E+00
           8.825             0.000000E+00
           8.877             0.000000E+00
           8.929             0.000000E+00
           8.981             0.000000E+00
           9.034             0.000000E+00
           9.086             0.000000E+00
           9.139             0.000000E+00
           9.193             0.000000E+00
           9.246             0.000000E+00
           9.300             0.000000E+00
           9.354             0.000000E+00
           9.408             0.000000E+00
           9.462             0.000000E+00
           9.516             0.000000E+00
           9.571             0.000000E+00
           9.626             0.000000E+00
           9.681             0.000000E+00
           9.737             0.000000E+00
           9.792             0.000000E+00
           9.848             0.000000E+00
           9.904             0.000000E+00
           9.960             0.000000E+00
          10.017             0.000000E+00
          10.073             0.000000E+00
          10.130             0.000000E+00
          10.187             0.000000E+00
          10.245             0.000000E+00
          10.302             0.000000E+00
          10.360             0.000000E+00
          10.418             0.000000E+00
          10.476             0.000000E+00
          10.535             0.000000E+00
          10.594             0.000000E+00
          10.653             0.000000E+00
          10.712             0.000000E+00
          10.771             0.000000E+00
          10.831             0.000000E+00
          10.890             0.000000E+00
          10.950             0.000000E+00
          11.011             0.000000E+00
          11.071             0.000000E+00
          11.132             0.000000E+00
          11.193             0.000000E+00
          11.254             0.000000E+00
          11.315             0.000000E+00
          11.377             0.000000E+00
          11.439             0.000000E+00
          11.501             0.000000E+00
          11.563             0.000000E+00
          11.626             0.000000E+00
          11.688             0.000000E+00
          11.751             0.000000E+00
          11.815             0.000000E+00
          11.878             0.000000E+00
          11.942             0.000000E+00
          12.006             0.000000E+00
          12.070             0.000000E+00
          12.134             0.000000E+00
          12.199             0.000000E+00
          12.263             0.000000E+00
          12.329             0.000000E+00
          12.394             0.000000E+00
          12.459             0.000000E+00
          12.525             0.000000E+00
          12.591             0.000000E+00
          12.657             0.000000E+00
          12.724             0.000000E+00
          12.790             0.000000E+00
          12.857             0.000000E+00
          12.924             0.000000E+00
          12.992             0.000000E+00
          13.059             0.000000E+00
          13.127             0.000000E+00
          13.195             0.000000E+00
          13.263             0.000000E+00
          13.332             0.000000E+00
          13.401             0.000000E+00
          13.470             0.000000E+00
          13.539             0.000000E+00
          13.608             0.000000E+00
          13.678             0.000000E+00
          13.748             0.000000E+00
          13.818             0.000000E+00
          13.888             0.000000E+00
          13.959             0.000000E+00
          14.030             0.000000E+00
          14.101             0.000000E+00
          14.172             0.000000E+00
          14.244             0.000000E+00
          14.316             0.000000E+00
          14.388             0.000000E+00
          14.460             0.000000E+00
          14.532             0.000000E+00
          14.605             0.000000E+00
          14.678             0.000000E+00
          14.751             0.000000E+00
          14.825             0.000000E+00
          14.898             0.000000E+00
          14.972             0.000000E+00
          15.046             0.000000E+00
          15.121             0.000000E+00
          15.195             0.000000E+00
          15.270             0.000000E+00
          15.345             0.000000E+00
          15.421             0.000000E+00
          15.496             0.000000E+00
          15.572             0.000000E+00
          15.648             0.000000E+00
          15.724             0.000000E+00
          15.801             0.000000E+00
          15.877             0.000000E+00
          15.954             0.000000E+00
          16.032             0.000000E+00
          16.109             0.000000E+00
          16.187             0.000000E+00
          16.265             0.000000E+00
          16.343             0.000000E+00
          16.421             0.000000E+00
          16.500             0.000000E+00
          16.579             0.000000E+00
          16.658             0.000000E+00
          16.737             0.000000E+00
          16.817             0.000000E+00
          16.897             0.000000E+00
          16.977             0.000000E+00
          17.057             0.000000E+00
          17.138             0.000000E+00
          17.218             0.000000E+00
          17.299             0.000000E+00
          17.381             0.000000E+00
          17.462             0.000000E+00
          17.544             0.000000E+00
          17.626             0.000000E+00
          17.708             0.000000E+00
          17.790             0.000000E+00
          17.873             0.000000E+00
          17.956             0.000000E+00
          18.039             0.000000E+00
          18.123             0.000000E+00
          18.206             0.000000E+00
          18.290             0.000000E+00
          18.374             0.000000E+00
          18.459             0.000000E+00
          18.543             0.000000E+00
          18.628             0.000000E+00
          18.713             0.000000E+00
          18.798             0.000000E+00
          18.884             0.000000E+00
          18.970             0.000000E+00
          19.056             0.000000E+00
          19.142             0.000000E+00
          19.228             0.000000E+00
          19.315             0.000000E+00
          19.402             0.000000E+00
          19.489             0.000000E+00
          19.576             0.000000E+00
          19.664             0.000000E+00
          19.752             0.000000E+00
          19.840             0.000000E+00
          19.929             0.000000E+00
          20.017             0.000000E+00
          20.106             0.000000E+00
          20.195             0.000000E+00
          20.284             0.000000E+00
          20.374             0.000000E+00
          20.464             0.000000E+00
          20.554             0.000000E+00
          20.644             0.000000E+00
          20.734             0.000000E+00
          20.825             0.000000E+00
          20.916             0.000000E+00
          21.007             0.000000E+00
          21.099             0.000000E+00
          21.190             0.000000E+00
          21.282             0.000000E+00
          21.374             0.000000E+00
          21.467             0.000000E+00
          21.559             0.000000E+00
          21.652             0.000000E+00
          21.745             0.000000E+00
          21.839             0.000000E+00
          21.932             0.000000E+00
          22.026             0.000000E+00
          22.120             0.000000E+00
          22.214             0.000000E+00
          22.308             0.000000E+00
          22.403             0.000000E+00
          22.498             0.000000E+00
          22.593             0.000000E+00
          22.689             0.000000E+00
          22.784             0.000000E+00
          22.880             0.000000E+00
          22.976             0.000000E+00
          23.073             0.000000E+00
          23.169             0.000000E+00
          23.266             0.000000E+00
          23.363             0.000000E+00
          23.460             0.000000E+00
          23.558             0.000000E+00
          23.655             0.000000E+00
          23.753             0.000000E+00
          23.851             0.000000E+00
          23.950             0.000000E+00
          24.048             0.000000E+00
          24.147             0.000000E+00
          24.246             0.000000E+00
          24.346             0.000000E+00
          24.445             0.000000E+00
          24.545             0.000000E+00
          24.645             0.000000E+00
          24.745             0.000000E+00
          24.846             0.000000E+00
          24.946             0.000000E+00
          25.047             0.000000E+00
          25.148             0.000000E+00
          25.250             0.000000E+00
          25.351             0.000000E+00
          25.453             0.000000E+00
          25.555             0.000000E+00
          25.658             0.000000E+00
          25.760             0.000000E+00
          25.863             0.000000E+00
          25.966             0.000000E+00
          26.069             0.000000E+00
          26.172             0.000000E+00
          26.276             0.000000E+00
          26.380             0.000000E+00
          26.484             0.000000E+00
          26.588             0.000000E+00
          26.693             0.000000E+00
          26.797             0.000000E+00
          26.902             0.000000E+00
          27.007             0.000000E+00
          27.113             0.000000E+00
          27.218             0.000000E+00
          27.324             0.000000E+00
          27.430             0.000000E+00
          27.537             0.000000E+00
          27.643             0.000000E+00
          27.750             0.000000E+00
          27.857             0.000000E+00
          27.964             0.000000E+00
          28.071             0.000000E+00
          28.179             0.000000E+00
          28.287             0.000000E+00
          28.395             0.000000E+00
          28.503             0.000000E+00
          28.611             0.000000E+00
          28.720             0.000000E+00
          28.829             0.000000E+00
          28.938             0.000000E+00
          29.047             0.000000E+00
          29.157             0.000000E+00
          29.267             0.000000E+00
          29.377             0.000000E+00
          29.487             0.000000E+00
          29.597             0.000000E+00
          29.708             0.000000E+00
          29.819             0.000000E+00
          29.930             0.000000E+00
          30.041             0.000000E+00
          30.152             0.000000E+00
          30.264             0.000000E+00
          30.376             0.000000E+00
          30.488             0.000000E+00
          30.600             0.000000E+00
          30.713             0.000000E+00
          30.826             0.000000E+00
          30.939             0.000000E+00
          31.052             0.000000E+00
          31.165             0.000000E+00
          31.279             0.000000E+00
          31.392             0.000000E+00
          31.506             0.000000E+00
          31.621             0.000000E+00
          31.735             0.000000E+00
          31.850             0.000000E+00
          31.964             0.000000E+00
          32.079             0.000000E+00
          32.195             0.000000E+00
          32.310             0.000000E+00
          32.426             0.000000E+00
          32.542             0.000000E+00
          32.658             0.000000E+00
          32.774             0.000000E+00
          32.890             0.000000E+00
          33.007             0.000000E+00
          33.124             0.000000E+00
          33.241             0.000000E+00
          33.358             0.000000E+00
          33.475             0.000000E+00
          33.593             0.000000E+00
          33.711             0.000000E+00
          33.829             0.000000E+00
          33.947             0.000000E+00
          34.066             0.000000E+00
          34.184             0.000000E+00
          34.303             0.000000E+00
          34.422             0.000000E+00
          34.541             0.000000E+00
          34.661             0.000000E+00
          34.781             0.000000E+00
          34.900             0.000000E+00
          35.020             0.000000E+00
          35.141             0.000000E+00
          35.261             0.000000E+00
          35.382             0.000000E+00
          35.502             0.000000E+00
          35.623             0.000000E+00
          35.744             0.000000E+00
